PeriodEnd,PeriodStart,Period,AirTemp,Dni
2020-01-02T05:15:00Z,2020-01-02T05:00:00Z,PT15M,23.7,874
2020-01-02T05:30:00Z,2020-01-02T05:15:00Z,PT15M,23.6,571
2020-01-02T05:45:00Z,2020-01-02T05:30:00Z,PT15M,23.5,495
2020-01-02T06:00:00Z,2020-01-02T05:45:00Z,PT15M,23.4,827
2020-01-02T06:15:00Z,2020-01-02T06:00:00Z,PT15M,23.4,817
2020-01-02T06:30:00Z,2020-01-02T06:15:00Z,PT15M,23.3,798
2020-01-02T06:45:00Z,2020-01-02T06:30:00Z,PT15M,23.3,776
2020-01-02T07:00:00Z,2020-01-02T06:45:00Z,PT15M,23.2,751
2020-01-02T07:15:00Z,2020-01-02T07:00:00Z,PT15M,23.1,723
2020-01-02T07:30:00Z,2020-01-02T07:15:00Z,PT15M,22.9,692
2020-01-02T07:45:00Z,2020-01-02T07:30:00Z,PT15M,22.7,656
2020-01-02T08:00:00Z,2020-01-02T07:45:00Z,PT15M,22.5,476
2020-01-02T08:15:00Z,2020-01-02T08:00:00Z,PT15M,22.2,510
2020-01-02T08:30:00Z,2020-01-02T08:15:00Z,PT15M,21.7,397
2020-01-02T08:45:00Z,2020-01-02T08:30:00Z,PT15M,21.3,153
2020-01-02T09:00:00Z,2020-01-02T08:45:00Z,PT15M,20.9,52
2020-01-02T09:15:00Z,2020-01-02T09:00:00Z,PT15M,20.5,27
2020-01-02T09:30:00Z,2020-01-02T09:15:00Z,PT15M,20.0,93
2020-01-02T09:45:00Z,2020-01-02T09:30:00Z,PT15M,19.6,11
2020-01-02T10:00:00Z,2020-01-02T09:45:00Z,PT15M,19.2,0
2020-01-02T10:15:00Z,2020-01-02T10:00:00Z,PT15M,18.9,0
2020-01-02T10:30:00Z,2020-01-02T10:15:00Z,PT15M,18.6,0
2020-01-02T10:45:00Z,2020-01-02T10:30:00Z,PT15M,18.4,0
2020-01-02T11:00:00Z,2020-01-02T10:45:00Z,PT15M,18.1,0
2020-01-02T11:15:00Z,2020-01-02T11:00:00Z,PT15M,17.9,0
2020-01-02T11:30:00Z,2020-01-02T11:15:00Z,PT15M,17.8,0
2020-01-02T11:45:00Z,2020-01-02T11:30:00Z,PT15M,17.7,0
2020-01-02T12:00:00Z,2020-01-02T11:45:00Z,PT15M,17.6,0
2020-01-02T12:15:00Z,2020-01-02T12:00:00Z,PT15M,17.4,0
2020-01-02T12:30:00Z,2020-01-02T12:15:00Z,PT15M,17.3,0
2020-01-02T12:45:00Z,2020-01-02T12:30:00Z,PT15M,17.2,0
2020-01-02T13:00:00Z,2020-01-02T12:45:00Z,PT15M,17.1,0
2020-01-02T13:15:00Z,2020-01-02T13:00:00Z,PT15M,17.0,0
2020-01-02T13:30:00Z,2020-01-02T13:15:00Z,PT15M,16.9,0
2020-01-02T13:45:00Z,2020-01-02T13:30:00Z,PT15M,16.8,0
2020-01-02T14:00:00Z,2020-01-02T13:45:00Z,PT15M,16.7,0
2020-01-02T14:15:00Z,2020-01-02T14:00:00Z,PT15M,16.5,0
2020-01-02T14:30:00Z,2020-01-02T14:15:00Z,PT15M,16.4,0
2020-01-02T14:45:00Z,2020-01-02T14:30:00Z,PT15M,16.3,0
2020-01-02T15:00:00Z,2020-01-02T14:45:00Z,PT15M,16.2,0
2020-01-02T15:15:00Z,2020-01-02T15:00:00Z,PT15M,16.1,0
2020-01-02T15:30:00Z,2020-01-02T15:15:00Z,PT15M,16.0,0
2020-01-02T15:45:00Z,2020-01-02T15:30:00Z,PT15M,15.9,0
2020-01-02T16:00:00Z,2020-01-02T15:45:00Z,PT15M,15.8,0
2020-01-02T16:15:00Z,2020-01-02T16:00:00Z,PT15M,15.7,0
2020-01-02T16:30:00Z,2020-01-02T16:15:00Z,PT15M,15.6,0
2020-01-02T16:45:00Z,2020-01-02T16:30:00Z,PT15M,15.5,0
2020-01-02T17:00:00Z,2020-01-02T16:45:00Z,PT15M,15.4,0
2020-01-02T17:15:00Z,2020-01-02T17:00:00Z,PT15M,15.4,0
2020-01-02T17:30:00Z,2020-01-02T17:15:00Z,PT15M,15.3,0
2020-01-02T17:45:00Z,2020-01-02T17:30:00Z,PT15M,15.2,0
2020-01-02T18:00:00Z,2020-01-02T17:45:00Z,PT15M,15.1,0
2020-01-02T18:15:00Z,2020-01-02T18:00:00Z,PT15M,15.1,0
2020-01-02T18:30:00Z,2020-01-02T18:15:00Z,PT15M,15.0,0
2020-01-02T18:45:00Z,2020-01-02T18:30:00Z,PT15M,14.9,0
2020-01-02T19:00:00Z,2020-01-02T18:45:00Z,PT15M,14.8,0
2020-01-02T19:15:00Z,2020-01-02T19:00:00Z,PT15M,14.8,7
2020-01-02T19:30:00Z,2020-01-02T19:15:00Z,PT15M,14.9,79
2020-01-02T19:45:00Z,2020-01-02T19:30:00Z,PT15M,15.0,219
2020-01-02T20:00:00Z,2020-01-02T19:45:00Z,PT15M,15.1,317
2020-01-02T20:15:00Z,2020-01-02T20:00:00Z,PT15M,15.3,394
2020-01-02T20:30:00Z,2020-01-02T20:15:00Z,PT15M,15.7,459
2020-01-02T20:45:00Z,2020-01-02T20:30:00Z,PT15M,16.1,516
2020-01-02T21:00:00Z,2020-01-02T20:45:00Z,PT15M,16.5,565
2020-01-02T21:15:00Z,2020-01-02T21:00:00Z,PT15M,17.0,607
